"Mes","Año","Días funcionamiento","Clase","Región","Destino Turístico"," Total de Llegadas Chilenos"," Total de Pernoctaciones  Chilenos"," Total Llegadas Extranjeros"," Total Pernoctaciones Extranjeros","Total Llegadas","Total Pernoctación","Factor de Expansión"
"7","2018","31","Otros","11","32","15","30","0","0","15","30","2.2857142857143"
"7","2018","31","Hotel","10","27","198","280","22","27","220","307","1"
"7","2018","31","Otros","16","27","206","424","3","3","209","427","2"
"7","2018","31","Hotel","16","20","20","54","0","0","20","54","1"
"7","2018","31","Otros","11","15","25","80","0","0","25","80","2.3571428571429"
"7","2018","31","Otros","7","17","45","225","0","0","45","225","3"
"7","2018","31","Otros","5","8","10","12","4","4","14","16","5"
"7","2018","31","Hotel","13","33","44","79","9","46","53","125","2"
"7","2018","31","Otros","5","9","17","23","4","4","21","27","4.0454545454545"
"7","2018","31","Otros","10","27","93","151","10","21","103","172","4.84"
"7","2018","31","Otros","9","22","69","125","0","0","69","125","7.6428571428571"
"7","2018","31","Otros","16","40","53","82","0","0","53","82","28.142857142857"
"7","2018","31","Hotel","16","40","95","115","4","4","99","119","1"
"7","2018","31","Otros","15","16","18","57","8","14","26","71","9"
"7","2018","31","Hotel","8","2","26","26","10","12","36","38","3"
"7","2018","31","Otros","8","3","201","420","0","0","201","420","10"
"7","2018","31","Otros","7","17","55","67","0","0","55","67","17.166666666667"
"7","2018","31","Otros","16","20","160","210","0","0","160","210","3.0769230769231"
"7","2018","31","Otros","6","27","18","21","0","0","18","21","3.960088691796"
"7","2018","31","Otros","12","35","16","22","0","0","16","22","3.5"
"7","2018","31","Otros","6","28","110","369","16","37","126","406","4.65"
"7","2018","31","Otros","6","28","246","486","5","8","251","494","4.65"
"7","2018","31","Hotel","8","34","103","165","35","55","138","220","2.5714285714286"
"7","2018","31","Hotel","16","20","2323","2387","15","31","2338","2418","1"
"7","2018","31","Hotel","2","6","277","566","0","0","277","566","2.2"
"7","2018","31","Hotel","7","27","50","775","0","0","50","775","4.1666666666667"
"7","2018","31","Hotel","10","23","23","23","0","0","23","23","4"
"7","2018","31","Hotel","9","26","21","23","2","2","23","25","1.5"
"7","2018","31","Otros","8","27","33","57","0","0","33","57","9.4"
"7","2018","31","Otros","10","27","14","20","4","4","18","24","4.84"
"7","2018","31","Otros","11","15","11","13","0","0","11","13","2.3571428571429"
"7","2018","31","Otros","16","20","32","44","0","0","32","44","3.0769230769231"
"7","2018","31","Otros","11","32","97","211","0","0","97","211","1"
"7","2018","31","Otros","16","27","32","32","7","18","39","50","13.818181818182"
"7","2018","31","Otros","9","37","69","69","0","0","69","69","4.5"
"7","2018","31","Hotel","2","29","30","82","48","118","78","200","2"
"7","2018","31","Hotel","2","1","55","216","4","10","59","226","6.4"
"7","2018","31","Otros","5","8","5","7","0","0","5","7","5"
"7","2018","31","Otros","9","37","46","94","2","4","48","98","4.5"
"7","2018","31","Otros","7","38","237","547","0","0","237","547","2.75"
"7","2018","31","Otros","11","32","64","108","0","0","64","108","1"
"7","2018","31","Otros","4","39","49","53","0","0","49","53","2.2222222222222"
"7","2018","31","Hotel","11","36","54","110","10","20","64","130","2.375"
"7","2018","31","Otros","10","23","34","88","9","29","43","117","7"
"7","2018","31","Hotel","15","16","1327","3411","9","18","1336","3429","2"
"7","2018","31","Otros","2","29","29","29","9","9","38","38","3.28"
"7","2018","31","Hotel","6","12","998","1297","91","107","1089","1404","1"
"7","2018","31","Hotel","11","15","56","314","0","0","56","314","1"
"7","2018","31","Otros","4","21","194","366","0","0","194","366","1"
"7","2018","31","Otros","16","19","54","133","0","0","54","133","10.263157894737"
"7","2018","31","","9","37","266","304","0","0","266","304","1"
"7","2018","31","Otros","10","27","80","142","32","66","112","208","4.84"
"7","2018","31","Otros","11","15","83","83","0","0","83","83","2.3571428571429"
"7","2018","31","Hotel","2","29","56","168","36","108","92","276","2"
"7","2018","31","Hotel","10","27","154","181","43","77","197","258","1"
"7","2018","31","Hotel","11","36","116","182","0","0","116","182","2.375"
"7","2018","31","Hotel","9","37","70","82","12","12","82","94","3.4"
"7","2018","31","Otros","14","27","6","24","2","4","8","28","11.833333333333"
"7","2018","31","Otros","7","38","194","374","0","0","194","374","1"
"7","2018","31","Hotel","2","1","15","150","0","0","15","150","6.4"
"7","2018","31","Otros","2","29","10","24","50","160","60","184","3.28"
"7","2018","31","Hotel","6","27","17","24","0","0","17","24","3"
"7","2018","31","Otros","5","9","14","14","0","0","14","14","4.0454545454545"
"7","2018","31","Hotel","2","1","16","28","0","0","16","28","6.4"
"7","2018","31","Hotel","3","7","23","48","61","95","84","143","1"
"7","2018","31","Otros","7","38","150","388","72","122","222","510","2.75"
"7","2018","31","Otros","7","17","3","3","0","0","3","3","17.166666666667"
"7","2018","31","Otros","7","38","18","36","0","0","18","36","2.75"
"7","2018","31","Otros","4","21","11","11","0","0","11","11","4.8333333333333"
"7","2018","31","Otros","2","1","50","50","5","5","55","55","5.5"
"7","2018","31","Otros","12","35","28","40","0","0","28","40","3.5"
"7","2018","31","Otros","12","35","9","14","2","2","11","16","3.5"
"7","2018","31","Otros","4","21","53","75","3","3","56","78","4.8333333333333"
"7","2018","31","Otros","12","24","6","18","1","4","7","22","9.2"
"7","2018","31","Otros","16","19","5","7","0","0","5","7","10.263157894737"
"7","2018","31","Otros","10","11","41","156","1","2","42","158","11.764705882353"
"7","2018","31","Otros","16","19","31","46","0","0","31","46","10.263157894737"
"7","2018","31","Hotel","2","27","62","168","7","13","69","181","1"
"7","2018","31","Otros","6","28","31","31","0","0","31","31","4.65"
"7","2018","31","Otros","10","18","208","530","18","72","226","602","10.25"
"7","2018","31","Otros","14","27","16","37","0","0","16","37","11.833333333333"
"7","2018","31","Hotel","11","32","15","84","4","8","19","92","1"
"7","2018","31","Otros","8","27","1","1","0","0","1","1","9.4"
"7","2018","31","Hotel","12","35","16","22","28","86","44","108","1.7272727272727"
"7","2018","31","Otros","13","14","24","24","0","0","24","24","7.3846153846154"
"7","2018","31","Otros","11","36","38","84","0","0","38","84","5.1904761904762"
"7","2018","31","Otros","16","20","53","65","6","6","59","71","3.0769230769231"
"7","2018","31","Hotel","14","31","25","44","278","1953","303","1997","7.8"
"7","2018","31","Otros","2","27","178","225","6","12","184","237","3.2"
"7","2018","31","","16","40","275","958","0","0","275","958","3.0555555555556"
"7","2018","31","Hotel","11","36","120","205","2","4","122","209","2.375"
"7","2018","31","Hotel","9","22","24","44","0","0","24","44","2.5555555555556"
"7","2018","31","Otros","2","29","27","74","19","57","46","131","3.28"
"7","2018","31","Hotel","10","27","44","55","18","18","62","73","2.25"
"7","2018","31","Otros","10","27","1","3","0","0","1","3","4.84"
"7","2018","31","Hotel","16","19","23","38","0","0","23","38","4"
"7","2018","25","Otros","2","6","10","39","0","0","10","39","5"
"7","2018","31","Otros","7","27","174","217","0","0","174","217","4.8333333333333"
"7","2018","31","Hotel","2","6","97","768","0","0","97","768","5.5"
"7","2018","31","Hotel","6","28","6","6","3","5","9","11","2.4"
"7","2018","31","Otros","6","10","129","321","43","146","172","467","3.8518518518518"
"7","2018","31","Hotel","6","27","33","38","0","0","33","38","3"
"7","2018","31","Otros","5","5","14","26","1","1","15","27","3.65625"
"7","2018","31","Otros","12","24","41","68","12","22","53","90","9.2"
"7","2018","31","Hotel","8","2","114","468","17","63","131","531","3"
"7","2018","31","Hotel","11","32","70","99","2","9","72","108","1"
"7","2018","31","Otros","10","18","6","11","2","4","8","15","10.25"
"7","2018","31","Hotel","9","37","5","20","7","20","12","40","3.4"
"7","2018","31","Otros","5","9","3","4","0","0","3","4","4.0454545454545"
"7","2018","31","Otros","12","24","0","0","3","3","3","3","9.2"
"7","2018","31","Otros","9","22","1","1","0","0","1","1","7.6428571428571"
"7","2018","31","Otros","2","29","17","58","14","47","31","105","3.28"
"7","2018","31","Otros","10","23","5","155","0","0","5","155","7"
"7","2018","31","Otros","10","27","24","62","3","6","27","68","4.84"
"7","2018","31","Otros","10","11","37","37","0","0","37","37","11.764705882353"
"7","2018","21","Otros","8","3","54","168","0","0","54","168","10"
"7","2018","31","Otros","14","31","121","192","339","503","460","695","20.2"
"7","2018","31","Otros","2","29","232","526","151","441","383","967","3.28"
"7","2018","0","Otros","6","25","0","0","0","0","0","0","1"
"7","2018","31","Hotel","15","16","33","82","0","0","33","82","7.8"
"7","2018","31","Hotel","15","27","169","298","0","0","169","298","1"
"7","2018","31","Otros","10","27","6","186","0","0","6","186","4.84"
"7","2018","31","Otros","10","23","26","26","0","0","26","26","7"
"7","2018","31","Otros","6","27","17","80","0","0","17","80","3.960088691796"
"7","2018","31","Otros","16","40","82","139","0","0","82","139","28.142857142857"
"7","2018","31","Otros","11","36","183","252","0","0","183","252","5.1904761904762"
"7","2018","31","Otros","8","34","32","35","0","0","32","35","5.75"
"7","2018","31","Otros","6","12","14","172","0","0","14","172","1.8256578947368"
"7","2018","31","Otros","6","10","215","725","54","198","269","923","3.8518518518518"
"7","2018","31","Hotel","4","21","189","330","0","0","189","330","3"
"7","2018","31","Hotel","11","36","90","266","12","16","102","282","2.375"
"7","2018","31","Otros","5","8","30","44","2","2","32","46","5"
"7","2018","31","Hotel","7","17","103","168","0","0","103","168","10"
"7","2018","25","Hotel","11","36","315","377","14","17","329","394","1"
"7","2018","31","Otros","9","30","44","102","0","0","44","102","2.3333333333333"
"7","2018","31","Hotel","12","35","51","79","25","46","76","125","1.7272727272727"
"7","2018","31","Otros","2","1","99","215","9","14","108","229","5.5"
"7","2018","31","Hotel","6","25","82","91","0","0","82","91","1"
"7","2018","31","Otros","5","5","4","124","0","0","4","124","3.65625"
"7","2018","31","Otros","2","29","38","103","149","419","187","522","3.28"
"7","2018","31","Hotel","2","6","22","38","2","8","24","46","5.5"
"7","2018","31","Otros","7","17","12","171","0","0","12","171","17.166666666667"
"7","2018","31","Hotel","8","2","35","35","15","15","50","50","3"
"7","2018","31","Hotel","13","14","12","26","1","1","13","27","1"
"7","2018","31","Otros","7","38","91","194","1","1","92","195","2.75"
"7","2018","31","Hotel","14","31","12","20","58","258","70","278","24"
"7","2018","31","Hotel","5","5","33","42","4","8","37","50","2.1428571428571"
"7","2018","31","Otros","2","27","3","12","0","0","3","12","3.2"
"7","2018","31","Otros","5","8","1","1","0","0","1","1","5"
"7","2018","31","Otros","3","4","37","179","0","0","37","179","12.2"
"7","2018","31","Otros","13","14","2","4","0","0","2","4","7.3846153846154"
"7","2018","31","Otros","9","37","25","41","0","0","25","41","4.5"
"7","2018","31","Hotel","10","23","669","874","18","29","687","903","1"
"7","2018","31","Otros","11","32","18","18","0","0","18","18","2.2857142857143"
"7","2018","31","Otros","11","15","9","22","0","0","9","22","2.3571428571429"
"7","2018","31","Otros","8","3","83","249","0","0","83","249","10"
"7","2018","31","Otros","16","20","81","214","0","0","81","214","3.0769230769231"
"7","2018","31","Otros","8","3","11","39","0","0","11","39","10"
"7","2018","31","Otros","16","27","8","10","0","0","8","10","2"
"7","2018","31","Hotel","16","19","8","14","0","0","8","14","4"
"7","2018","31","Hotel","16","27","30","66","0","0","30","66","5.8571428571429"
"7","2018","31","Otros","9","26","27","110","0","0","27","110","3.8888888888889"
"7","2018","31","Otros","5","5","3","5","0","0","3","5","3.65625"
"7","2018","31","Otros","14","27","16","35","0","0","16","35","11.833333333333"
"7","2018","31","Hotel","5","5","1","1","0","0","1","1","2.1428571428571"
"7","2018","31","Hotel","12","24","108","371","36","78","144","449","3"
"7","2018","31","Otros","16","27","26","61","0","0","26","61","13.818181818182"
"7","2018","31","Hotel","14","31","5","20","305","800","310","820","1"
"7","2018","31","Otros","8","3","53","158","4","4","57","162","1"
"7","2018","31","Otros","13","27","121","208","0","0","121","208","12.2"
"7","2018","31","Hotel","16","40","39","63","0","0","39","63","16.333333333333"
"7","2018","31","Otros","11","36","39","179","0","0","39","179","1"
"7","2018","31","Otros","10","27","40","40","0","0","40","40","4.84"
"7","2018","31","Otros","9","22","32","56","0","0","32","56","7.6428571428571"
"7","2018","31","Hotel","5","5","15","23","5","5","20","28","2.1428571428571"
"7","2018","31","Otros","2","29","60","169","63","204","123","373","3.28"
"7","2018","26","Otros","2","29","4","8","0","0","4","8","3.28"
"7","2018","31","Hotel","13","14","2","2","0","0","2","2","1"
"7","2018","31","Otros","6","25","2","4","0","0","2","4","2.3846153846154"
"7","2018","31","Otros","2","1","32","32","2","2","34","34","5.5"
"7","2018","31","Hotel","12","27","12","16","6","6","18","22","1"
"7","2018","31","Hotel","13","27","10","10","0","0","10","10","4.2"
"7","2018","31","Otros","6","12","93","204","0","0","93","204","1.8256578947368"
"7","2018","9","Otros","6","27","3","3","0","0","3","3","3.960088691796"
"7","2018","31","Otros","6","25","4","4","0","0","4","4","2.3846153846154"
"7","2018","31","Hotel","6","28","16","58","0","0","16","58","2.5833333333333"
"7","2018","31","Otros","5","5","16","32","5","8","21","40","3.65625"
"7","2018","31","Otros","5","9","1","2","0","0","1","2","4.0454545454545"
"7","2018","31","Otros","5","8","6","8","0","0","6","8","5"
"7","2018","31","Hotel","2","29","175","646","37","187","212","833","1"
"7","2018","31","Otros","5","5","37","62","0","0","37","62","3.65625"
"7","2018","31","Hotel","9","26","11","12","6","6","17","18","1.5"
"7","2018","31","Otros","9","30","9","13","0","0","9","13","2.3333333333333"
"7","2018","31","Otros","11","15","9","11","0","0","9","11","2.3571428571429"
"7","2018","31","Hotel","16","27","2","4","0","0","2","4","5.8571428571429"
"7","2018","31","Otros","9","30","9","21","0","0","9","21","2.3333333333333"
"7","2018","31","Otros","2","29","36","78","23","46","59","124","3.28"
"7","2018","31","Otros","7","38","57","137","1","1","58","138","2.75"
"7","2018","31","Otros","4","21","24","99","0","0","24","99","4.8333333333333"
"7","2018","31","Otros","9","22","38","67","0","0","38","67","7.6428571428571"
"7","2018","31","Otros","9","22","59","92","0","0","59","92","7.6428571428571"
"7","2018","1","Otros","13","27","2","2","0","0","2","2","12.2"
"7","2018","31","Hotel","11","36","1803","1842","27","45","1830","1887","1"
"7","2018","31","Otros","13","33","22","30","2","2","24","32","5.125"
"7","2018","31","Otros","11","36","56","120","53","117","109","237","5.1904761904762"
"7","2018","31","Otros","12","35","1","1","0","0","1","1","3.5"
"7","2018","31","Otros","12","35","8","12","1","1","9","13","3.5"
"7","2018","31","Otros","10","11","19","55","0","0","19","55","11.764705882353"
"7","2018","31","Otros","12","24","40","90","0","0","40","90","9.2"
"7","2018","31","Otros","16","20","26","100","0","0","26","100","3.0769230769231"
"7","2018","31","Hotel","7","27","174","241","2","2","176","243","1"
"7","2018","31","Otros","6","12","22","26","2","2","24","28","1.8256578947368"
"7","2018","31","Otros","11","32","41","95","7","17","48","112","2.2857142857143"
"7","2018","31","Otros","6","28","65","65","0","0","65","65","4.65"
"7","2018","31","Otros","8","34","1","1","0","0","1","1","5.75"
"7","2018","31","Otros","16","27","20","21","0","0","20","21","13.818181818182"
"7","2018","31","Otros","10","11","5","6","0","0","5","6","11.764705882353"
"7","2018","31","Otros","6","10","58","197","13","66","71","263","3.8518518518518"
"7","2018","31","Otros","8","3","4","10","0","0","4","10","10"
"7","2018","31","Hotel","16","20","134","202","16","26","150","228","1"
"7","2018","31","Hotel","11","32","23","40","0","0","23","40","1"
"7","2018","31","Otros","8","27","21","121","0","0","21","121","9.4"
"7","2018","31","Otros","12","27","24","231","3","3","27","234","3.4285714285714"
"7","2018","31","Otros","6","10","167","456","6","20","173","476","3.8518518518518"
"7","2018","31","Otros","6","10","8","82","1","14","9","96","3.8518518518518"
"7","2018","31","Otros","5","8","10","13","2","2","12","15","5"
"7","2018","31","Otros","5","8","7","11","0","0","7","11","5"
"7","2018","31","Hotel","9","26","43","70","3","13","46","83","1.5"
"7","2018","31","Hotel","13","14","9","18","0","0","9","18","1"
"7","2018","31","Otros","10","18","80","199","18","100","98","299","10.25"
"7","2018","31","Otros","8","2","61","64","24","24","85","88","6.4285714285714"
"7","2018","31","Otros","7","27","4","4","0","0","4","4","4.8333333333333"
"7","2018","31","Otros","2","29","54","124","50","76","104","200","3.28"
"7","2018","20","Otros","11","32","17","32","2","2","19","34","2.2857142857143"
"7","2018","31","Otros","9","30","5","7","8","8","13","15","2.3333333333333"
"7","2018","31","Otros","2","29","23","113","2","6","25","119","3.28"
"7","2018","31","Otros","5","5","6","9","1","3","7","12","3.65625"
"7","2018","31","Otros","11","15","13","18","0","0","13","18","2.3571428571429"
"7","2018","31","Otros","10","23","8","20","0","0","8","20","7"
"7","2018","31","Otros","11","36","70","130","15","25","85","155","5.1904761904762"
"7","2018","31","Hotel","3","7","35","91","51","84","86","175","1"
"7","2018","31","Otros","10","27","7","13","0","0","7","13","4.84"
"7","2018","31","Otros","2","27","6","6","1","1","7","7","3.2"
"7","2018","31","Otros","12","35","1","1","0","0","1","1","3.5"
"7","2018","31","Otros","10","27","4","4","0","0","4","4","4.84"
"7","2018","31","Otros","16","40","44","70","95","231","139","301","28.142857142857"
"7","2018","31","Hotel","8","3","420","812","79","186","499","998","4.1111111111111"
"7","2018","31","Otros","9","22","100","124","4","4","104","128","7.6428571428571"
"7","2018","31","Otros","13","14","69","142","0","0","69","142","7.3846153846154"
"7","2018","31","Otros","5","9","3","4","0","0","3","4","4.0454545454545"
"7","2018","31","Otros","10","18","50","88","0","0","50","88","10.25"
"7","2018","31","Otros","6","25","174","308","0","0","174","308","2.3846153846154"
"7","2018","31","Otros","9","22","33","46","0","0","33","46","7.6428571428571"
"7","2018","31","Otros","10","27","28","55","5","5","33","60","4.84"
"7","2018","31","Otros","16","20","41","62","0","0","41","62","3.0769230769231"
"7","2018","31","Hotel","7","17","141","233","1","1","142","234","10"
"7","2018","31","Otros","15","27","35","97","0","0","35","97","1.4222222222222"
"7","2018","31","Otros","12","35","1","1","0","0","1","1","3.5"
"7","2018","31","Otros","12","35","23","51","16","30","39","81","3.5"
"7","2018","31","Otros","3","7","17","36","0","0","17","36","2"
"7","2018","31","Otros","10","11","3","3","1","2","4","5","11.764705882353"
"7","2018","31","Otros","12","24","4","4","0","0","4","4","9.2"
"7","2018","31","Otros","10","23","15","29","0","0","15","29","7"
"7","2018","31","Otros","7","27","1","1","0","0","1","1","4.8333333333333"
"7","2018","31","","10","18","5","9","0","0","5","9","1"
"7","2018","31","Otros","16","27","5","10","4","4","9","14","13.818181818182"
"7","2018","31","Hotel","2","29","39","75","23","31","62","106","1"
"7","2018","31","Otros","14","27","43","43","0","0","43","43","11.833333333333"
"7","2018","31","Otros","11","32","417","631","0","0","417","631","2.2857142857143"
"7","2018","31","Otros","16","19","34","84","0","0","34","84","1"
"7","2018","31","Otros","16","27","9","9","0","0","9","9","13.818181818182"
"7","2018","31","Otros","8","3","61","328","5","20","66","348","10"
"7","2018","31","Otros","16","27","14","34","0","0","14","34","13.818181818182"
"7","2018","31","Otros","16","20","33","94","0","0","33","94","3.0769230769231"
"7","2018","31","Otros","16","40","208","499","15","27","223","526","28.142857142857"
"7","2018","31","Hotel","11","36","59","106","0","0","59","106","2.375"
"7","2018","31","Otros","6","10","15","16","0","0","15","16","3.8518518518518"
"7","2018","31","Otros","7","38","197","454","19","60","216","514","2.75"
"7","2018","31","Otros","13","14","14","32","0","0","14","32","7.3846153846154"
"7","2018","31","Otros","9","30","34","62","0","0","34","62","2.3333333333333"
"7","2018","31","Otros","13","27","61","151","0","0","61","151","12.2"
"7","2018","31","Otros","10","27","17","17","9","9","26","26","4.84"
"7","2018","31","Otros","6","25","4","11","0","0","4","11","2.3846153846154"
"7","2018","31","Otros","9","26","83","770","0","0","83","770","3.8888888888889"
"7","2018","31","Otros","10","18","23","62","0","0","23","62","10.25"
"7","2018","31","Otros","2","29","39","86","27","71","66","157","3.28"
"7","2018","31","Otros","6","25","24","39","0","0","24","39","2.3846153846154"
"7","2018","31","Otros","5","9","2","2","0","0","2","2","4.0454545454545"
"7","2018","31","Otros","5","9","3","4","0","0","3","4","4.0454545454545"
"7","2018","31","Hotel","9","37","42","71","6","53","48","124","3.4"
"7","2018","31","Hotel","7","38","45","99","5","11","50","110","1"
"7","2018","31","Otros","7","27","59","79","0","0","59","79","4.8333333333333"
"7","2018","31","Otros","5","9","3","4","0","0","3","4","4.0454545454545"
"7","2018","31","Otros","10","27","7","7","8","8","15","15","4.84"
"7","2018","31","Otros","7","27","56","138","0","0","56","138","4.8333333333333"
"7","2018","31","Otros","16","40","62","109","3","4","65","113","28.142857142857"
"7","2018","31","Otros","10","23","23","23","1","1","24","24","7"
"7","2018","31","Otros","15","16","49","299","3","3","52","302","9"
"7","2018","31","Otros","3","7","25","44","50","108","75","152","2"
"7","2018","31","Otros","7","17","32","91","0","0","32","91","17.166666666667"
"7","2018","31","Otros","8","27","56","257","1","3","57","260","9.4"
"7","2018","31","Otros","9","22","77","145","5","5","82","150","7.6428571428571"
"7","2018","31","Otros","16","19","20","25","0","0","20","25","10.263157894737"
"7","2018","0","","15","27","0","0","0","0","0","0","1"
"7","2018","31","Hotel","10","11","23","23","8","8","31","31","5.6666666666667"
"7","2018","31","Otros","2","27","10","240","3","3","13","243","3.2"
"7","2018","31","Otros","8","2","115","217","17","52","132","269","6.4285714285714"
"7","2018","31","Otros","5","5","14","26","1","1","15","27","3.65625"
"7","2018","31","Otros","12","35","1","1","0","0","1","1","3.5"
"7","2018","31","Otros","8","3","18","43","5","10","23","53","10"
"7","2018","31","Otros","12","24","28","53","18","28","46","81","9.2"
"7","2018","31","Otros","11","32","58","259","0","0","58","259","2.2857142857143"
"7","2018","31","Otros","10","27","122","213","27","63","149","276","4.84"
"7","2018","31","Otros","11","15","36","102","0","0","36","102","2.3571428571429"
"7","2018","31","Otros","5","8","5","7","0","0","5","7","5"
"7","2018","31","Otros","14","27","26","26","3","3","29","29","11.833333333333"
"7","2018","31","Otros","13","27","50","86","3","6","53","92","12.2"
"7","2018","31","Hotel","10","18","34","34","78","79","112","113","3.2"
"7","2018","31","Otros","10","27","14","16","5","5","19","21","4.84"
"7","2018","31","Otros","11","32","28","36","0","0","28","36","1"
"7","2018","31","Otros","9","37","28","99","0","0","28","99","4.5"
"7","2018","31","Otros","12","35","10","10","26","26","36","36","3.5"
"7","2018","31","Otros","8","34","178","290","38","66","216","356","5.75"
"7","2018","31","Hotel","16","40","26","28","35","70","61","98","16.333333333333"
"7","2018","31","Hotel","10","11","14","38","4","8","18","46","5.6666666666667"
"7","2018","31","Otros","7","27","2","4","0","0","2","4","4.8333333333333"
"7","2018","31","Hotel","7","38","16","20","0","0","16","20","1"
"7","2018","31","Otros","6","27","3","7","0","0","3","7","3.960088691796"
"7","2018","31","Otros","6","10","126","456","0","0","126","456","3.8518518518518"
"7","2018","31","Otros","6","25","67","103","0","0","67","103","1"
"7","2018","31","Otros","6","25","1","2","0","0","1","2","2.3846153846154"
"7","2018","31","Otros","6","27","9","163","0","0","9","163","3.960088691796"
"7","2018","31","Otros","6","27","96","271","0","0","96","271","3.960088691796"
"7","2018","31","Otros","5","5","15","25","0","0","15","25","3.65625"
"7","2018","31","Otros","5","5","1","1","0","0","1","1","3.65625"
"7","2018","31","Otros","3","4","18","18","6","10","24","28","12.2"
"7","2018","31","Otros","10","23","2","2","0","0","2","2","7"
"7","2018","31","Otros","8","3","6","14","0","0","6","14","10"
"7","2018","11","Otros","5","5","3","11","0","0","3","11","3.65625"
"7","2018","31","Otros","5","8","4","4","0","0","4","4","5"
"7","2018","31","Otros","6","10","145","304","0","0","145","304","3.8518518518518"
"7","2018","31","Otros","16","19","20","61","0","0","20","61","10.263157894737"
"7","2018","31","Otros","11","15","35","75","1","2","36","77","2.3571428571429"
"7","2018","31","Otros","7","38","106","144","0","0","106","144","2.75"
"7","2018","31","Otros","11","32","152","270","20","51","172","321","2.2857142857143"
"7","2018","31","Otros","8","2","73","182","0","0","73","182","6.4285714285714"
"7","2018","31","Otros","10","27","36","57","7","12","43","69","4.84"
"7","2018","31","Otros","6","27","26","46","0","0","26","46","3.960088691796"
"7","2018","31","Otros","11","32","55","110","1","2","56","112","2.2857142857143"
"7","2018","31","Otros","8","34","9","10","4","12","13","22","5.75"
"7","2018","31","Otros","11","32","29","48","0","0","29","48","2.2857142857143"
"7","2018","31","Otros","10","11","7","28","0","0","7","28","11.764705882353"
"7","2018","31","Otros","11","32","31","57","2","4","33","61","2.2857142857143"
"7","2018","31","Otros","14","31","3","3","6","12","9","15","20.2"
"7","2018","31","Hotel","14","31","107","197","538","2571","645","2768","17.4"
"7","2018","31","Otros","11","36","115","365","0","0","115","365","5.1904761904762"
"7","2018","31","Hotel","15","16","884","1857","184","381","1068","2238","2"
"7","2018","31","Otros","15","27","12","60","1","2","13","62","1.4222222222222"
"7","2018","31","Otros","5","5","6","10","0","0","6","10","3.65625"
"7","2018","31","Otros","8","34","3","3","4","6","7","9","5.75"
"7","2018","31","Otros","7","27","19","27","0","0","19","27","4.8333333333333"
"7","2018","31","Otros","12","35","8","12","1","1","9","13","3.5"
"7","2018","31","Otros","5","5","29","58","0","0","29","58","3.65625"
"7","2018","31","Otros","10","11","1","1","0","0","1","1","11.764705882353"
"7","2018","31","Otros","10","11","1","1","0","0","1","1","11.764705882353"
"7","2018","31","Otros","9","30","9","180","0","0","9","180","2.3333333333333"
"7","2018","31","Otros","8","2","145","416","5","10","150","426","6.4285714285714"
"7","2018","31","Otros","10","27","76","127","18","18","94","145","4.84"
"7","2018","31","Otros","5","9","3","4","0","0","3","4","4.0454545454545"
"7","2018","31","Otros","6","27","7","7","0","0","7","7","3.960088691796"
"7","2018","31","Otros","6","10","140","417","13","24","153","441","3.8518518518518"
"7","2018","31","Otros","6","10","157","367","8","24","165","391","3.8518518518518"
"7","2018","31","Otros","6","27","7","12","0","0","7","12","3.960088691796"
"7","2018","31","Otros","6","12","4","36","0","0","4","36","1.8256578947368"
"7","2018","31","Otros","6","10","113","426","0","0","113","426","3.8518518518518"
"7","2018","20","Otros","6","10","63","117","0","0","63","117","3.8518518518518"
"7","2018","31","Otros","6","27","3","3","0","0","3","3","3.960088691796"
"7","2018","31","Otros","6","12","79","95","0","0","79","95","1.8256578947368"
"7","2018","31","Otros","6","10","31","59","0","0","31","59","3.8518518518518"
"7","2018","31","Hotel","6","25","48","78","0","0","48","78","1"
"7","2018","31","Otros","6","27","3","3","0","0","3","3","3.960088691796"
"7","2018","31","Otros","5","9","22","39","2","4","24","43","4.0454545454545"
"7","2018","31","Otros","5","5","23","66","0","0","23","66","3.65625"
"7","2018","31","Otros","5","5","6","7","0","0","6","7","3.65625"
"7","2018","31","Otros","5","5","20","29","4","4","24","33","3.65625"
"7","2018","31","Otros","11","36","108","214","4","8","112","222","5.1904761904762"
"7","2018","31","Hotel","6","10","660","2498","216","1159","876","3657","1"
"7","2018","31","Otros","5","9","3","4","0","0","3","4","4.0454545454545"
"7","2018","31","Otros","5","8","7","14","0","0","7","14","5"
"7","2018","0","Hotel","15","27","0","0","0","0","0","0","1"
"7","2018","31","Hotel","14","31","3","43","182","2713","185","2756","1"
"7","2018","31","Hotel","3","4","156","854","14","84","170","938","3"
"7","2018","31","Otros","3","7","43","43","39","39","82","82","1"
"7","2018","31","Otros","7","38","126","301","0","0","126","301","2.75"
"7","2018","31","Hotel","10","27","19","19","5","5","24","24","1"
"7","2018","31","Hotel","12","35","1","1","2","2","3","3","1.7272727272727"
"7","2018","31","Hotel","10","27","5","18","0","0","5","18","2.25"
"7","2018","31","Hotel","7","17","572","975","51","95","623","1070","4"
"7","2018","31","Hotel","16","19","1","3","0","0","1","3","4"
"7","2018","31","Hotel","2","6","147","270","0","0","147","270","2.2"
"7","2018","17","Otros","5","5","26","108","0","0","26","108","3.65625"
"7","2018","31","Otros","12","24","120","149","92","126","212","275","9.2"
"7","2018","31","Otros","5","8","24","41","0","0","24","41","5"
"7","2018","31","Otros","4","13","143","163","7","7","150","170","1"
